kod,pkod,naz,dop,pro,typ,mjd,mj,tbal,vyr,zem,ohl,uhr1,lim1,ome1,uhr2,lim2,ome2,uhr3,lim3,ome3,mfc,dnc,uhs,upo,uhp,udoks,udo,skp,dat,kat,rp1,rp2,rp3,rp4,rp5,riziko,typ_pomucky,vek_od,vek_do,kod_sklo
5018181,0000000,KALHOTKY NAVLÉKACÍ NOVAMED PANTS L,"KALHOTKY ABSORPČNÍ NATAHOVACÍ, BOKY 100-150 CM, 1 895 ML, 14 KS",P,02,14,ks,bal,B55,GB,Mgr. David Kukla,269.18,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",300.85,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",310.35,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",316.69,,02.01.01.01,,,150,,,2025-04-01,,,,,,,,,,,
5018191,0000000,schülke wound pad blau-rot-weiss,"schülke wound pad trikolora 6,25x4,0x2,0 cm 12 ks",P,01,300,cm2,bal,A82,DE,"Schulke CZ, s.r.o.",1226.40,Z,,0.00,,,0.00,,,1226.40,,01.02.10.02,,,,,,2025-04-01,,,,,,,,,,,
5018167,0000000,KALHOTKY PÁNEVNÍ,PŘÍSLUŠENSTVÍ KOČÁRU CHILLA R82,P,07,1,ks,bal,R82,DK,"REHA 2015, s.r.o.",5123.70,Z,"NEU, ORT, REH",0.00,,,0.00,,,5693.00,,07.02.05.01,,90.00,1,36,,2026-02-01,,,,,,,,,,,
5018176,0000000,CHODÍTKO ČTYŘKOLOVÉ SKLÁDACÍ S OPĚROU ZAD TRA03,"PLNĚ SKLÁDACÍ, VÝŠKOVĚ STAV. RUKOJETI 82-94,5 CM, Š. SEDU 46 CM, NOSNOST 136 KG",P,07,1,ks,bal,B56,CN,ORTOSERVIS s.r.o.,3390.00,,"GER, ORP, NEU, ORT, PRL, REH, CHI, REV",0.00,,,0.00,,,3390.00,,07.03.02.03,,,1,60,,2025-04-01,,,,,,,,,,,
5018168,0000000,MANŽETY KOTNÍKOVÉ POLSTROVANÉ,PŘÍSLUŠENSTVÍ KOČÁRU CHILLA R82,P,07,1,ks,bal,R82,DK,"REHA 2015, s.r.o.",4063.67,Z,"NEU, ORT, REH",0.00,,,0.00,,,4515.19,,07.02.05.01,,90.00,1,36,,2026-02-01,,,,,,,,,,,
5018166,0000000,Y-KYČELNÍ PÁS,PŘÍSLUŠENSTVÍ KOČÁRU CHILLA R82,P,07,1,ks,bal,R82,DK,"REHA 2015, s.r.o.",2666.78,Z,"NEU, ORT, REH",0.00,,,0.00,,,2963.09,,07.02.05.01,,90.00,1,36,,2026-02-01,,,,,,,,,,,
5018171,0000000,OPĚRKA KOLEN VNITŘNÍ PRO ABDUKCI,"PŘÍSLUŠENSTVÍ PRO POLOHOVACÍ ZAŘÍZENÍ SEDACÍ, ROZDÍL V CENĚ",P,07,1,ks,bal,R82,DK,"REHA 2015, s.r.o.",7424.71,Z,"NEU, ORT, REH",0.00,,,0.00,,,8249.68,,07.05.02.04,R,90.00,1,84,,2026-02-01,,,,,,,,,,,
5018201,0000000,DAILEE DISCREET PREMIUM,"SLIM MAXI, INKONTINENČNÍ VLOŽKY, 10KS",P,02,10,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,79.90,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",89.30,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",92.12,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",94.00,,02.01.01.01,,,150,,,2025-04-01,,,,,,,,,,,
5018194,0000000,DAILEE SLIP PREMIUM,"MAXI PLUS XXL, KALHOTKY ABSORPČNÍ ZALEPOVACÍ, 24KS",P,02,24,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,437.92,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",534.85,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",551.74,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",563.00,,02.01.01.01,,,150,,,2025-04-01,,,,,,,,,,,
5018174,0000000,KÜSCHALL COMPACT ATTRACT,"AKTIVNÍ, SKLÁDACÍ, ŠÍŘE SEDU 36-50 CM, NOSNOST 130 KG ",P,07,1,ks,ks,B58,FR,SIVAK medical technology s.r.o.,39960.00,Z,"NEU, ORT, REH",0.00,,,0.00,,,39960.00,,07.01.01.06,,,1,60,,2025-04-01,,,,,,,,,,,
5018155,0000000,ODPRUŽENÍ PODVOZKU INDIVIDUÁLNĚ SEŘÍDITELNÉ,"PŘÍSLUŠENSTVÍ KOČÁRU CHILLA R82, ROZDÍL V CENĚ",P,07,1,ks,bal,R82,DK,"REHA 2015, s.r.o.",5604.91,Z,"NEU, ORT, REH",0.00,,,0.00,,,6227.68,,07.02.05.01,,90.00,1,36,,2026-02-01,,,,,,,,,,,
5017907,0000000,TRANSPORTNÍ OKA,"PŘÍSLUŠENSTVÍ PRO DĚTSKÉ VOZÍKY KI MOBILITY, FIXACE PŘI PŘEVÁŽENÍ VE VOZIDLE",P,07,1,ks,bal,B19,US,"REHA 2015, s.r.o.",4774.04,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,5304.49,,07.01.03.01,R,90.00,1,60,,2026-02-01,,,,,,,,,,,
5017909,0000000,PÁS FIXAČNÍ,PŘÍSLUŠENSTVÍ PRO DĚTSKÉ VOZÍKY KI MOBILITY,P,07,1,ks,bal,B19,US,"REHA 2015, s.r.o.",4430.12,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,4922.36,,07.01.03.01,R,90.00,1,60,,2026-02-01,,,,,,,,,,,
5017832,0000000,"Cellacare Malleo classic, vel. 1,2,3,4",bandáž kotníku,P,04,1,ks,ks,RAA,DE,"Lohmann & Rauscher, s.r.o.",730.24,,"DIA, ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,730.24,,04.04.01.03,,,1,12,,2025-01-01,,,,,,,,,,,
5017834,0000000,"Cellacare Genu classic, vel. 1,2,3,4,5",bandáž kolene,P,04,1,ks,ks,RAA,DE,"Lohmann & Rauscher, s.r.o.",584.64,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,634.20,,04.04.02.06,,,1,12,,2025-12-01,,,,,,,,,,,
5018138,0000000,SENI LADY PANTS MEDIUM,"KALHOTKY ABSORPČNÍ NATAHOVACÍ PRO ŽENY, BOKY 80-110CM, PRODYŠNÉ,1000ML,10KS",P,02,10,ks,bal,TZM,PL,TZMO Czech Republic s.r.o.,211.19,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",236.04,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",243.50,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",248.47,,02.01.01.01,,,150,,,2026-03-01,,,,,,,,,,,
5018084,0000000,Kompresivní podprsenka OSAKA 1199,Kompresivní podprsenka OSAKA 1199,P,06,1,ks,bal,ANI,DE,"Mgr. MARTIN DYMÁČEK, advokát",974.40,,"ONK, GYN, CHI, J16",0.00,,,0.00,,,1510.60,,06.01.10.01,,,1,12,,2025-03-01,,,,,,,,,,,
5017551,0000000,INHALÁTOR KOMPRESOROVÝ OMRON Nami Cat,PŘÍSLUŠENSTVÍ VČ. DĚTSKÉ MASKY a MASKY PRO DOSPĚLÉ,P,10,1,ks,bal,927,IT,CELIMED s.r.o.,1469.34,,"ALG, PED, ORL, PNE",0.00,,,0.00,,,1469.34,,10.01.01.01,,,1,60,,2026-03-01,,,,,,,,,,,
5017523,0000000,"STUPAČKY ZESÍLENÉ, ÚHLOVĚ STAVITELNÉ S MOŽNOSTÍ FIXACE CHODIDEL","PŘÍSLUŠENSTVÍ MECHANICKÝCH VOZÍKŮ KIMOBILITY SE SKLÁDACÍM RÁMEM, ROZDÍL CENY",P,07,2,ks,bal,B19,US,ORTOSERVIS s.r.o.,2533.50,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,2815.00,,07.01.03.01,R,90.00,1,60,,2024-09-01,,,,,,,,,,,
5017520,0000000,PODRUČKY TRUBKOVÉ ODKLOPNÉ PRO USNADNĚNÍ TRANSFERU,"PŘÍSLUŠENSTVÍ MECHANICKÝCH VOZÍKŮ KIMOBILITY, ROZDÍL CENY",P,07,2,ks,bal,B19,US,ORTOSERVIS s.r.o.,2925.00,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,3250.00,,07.01.03.01,R,90.00,1,60,,2024-09-01,,,,,,,,,,,
5017511,0000000,ZÁDOVÁ OPĚRKA S NASTAVITELNÝM SKLONEM,"PŘÍSLUŠENSTVÍ MECHANICKÝCH VOZÍKŮ KIMOBILITY SE SKLÁDACÍM RÁMEM, ROZDÍL CENY",P,07,1,ks,bal,B19,US,ORTOSERVIS s.r.o.,3238.20,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,3598.00,,07.01.03.01,R,90.00,1,60,,2024-09-01,,,,,,,,,,,
5017510,0000000,NASTAVENÍ HLOUBKY SEDU A SOUČASNÉ NASTAVENÍ ÚHLU ZÁDOVÉ OPĚRKY,"PŘÍSLUŠENSTVÍ MECHANICKÝCH VOZÍKŮ KIMOBILITY, ROZDÍL CENY",P,07,1,ks,bal,B19,US,ORTOSERVIS s.r.o.,4406.40,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,4896.00,,07.01.03.01,R,90.00,1,60,,2024-09-01,,,,,,,,,,,
5017502,0000000,CATALYST 5VX,"MECHANICKÝ VOZÍK ODLEHČENÝ,VELMI VARIABILNÍ,Š. 36-51CM,NOSNOST 136 KG",P,07,1,ks,bal,B19,US,ORTOSERVIS s.r.o.,19477.92,Z,"NEU, INT, ORT, REH",0.00,,,0.00,,,35470.00,,07.01.01.05,R,,1,60,,2024-09-01,,,,,,,,,,,
5018829,0000000,ID LIGHT MAXI NIGHT 8 KAPEK,"1000ML,VLOŽKY ABSORPČNÍ,JEDNOTLIVĚ BALENÉ,12KS",P,02,12,ks,bal,ONT,BE,"MePro Trading, s.r.o.",130.76,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",146.14,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",150.76,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",153.84,,02.01.01.01,,,150,,,2026-01-01,,,,,,,,,,,
5018825,0000000,MEDLEY ERGO,"LŮŽKO PLNĚ EL.POLOHOVACÍ,  90X200, VČ. HRAZDY A HRAZDIČKY, NOSNOST 180 KG",P,07,1,ks,bal,B79,PT,SIVAK medical technology s.r.o.,26295.36,Z,"GER, NEU, INT, ORT, PRL, REH",0.00,,,0.00,,,27610.00,,07.05.01.01,R,,1,120,,2026-01-01,,,,,,,,,,,
5018833,0000000,NÁSTAVEC NA WC KING SOFT,"NÁSTAVEC NA WC VYMĚKČENÝ, POLYURETANOVÁ PĚNA, VÝŠKA 3CM",P,07,1,ks,bal,B12,IE,PATRON Bohemia a.s.,925.00,,"GER, NEU, ORT, PRL, REH, REV",0.00,,,0.00,,,925.00,,07.04.01.01,,,1,36,,2026-01-01,,,,,,,,,,,
5018955,0000000,ACTREEN LITE CATH,"STERILNÍ, POTAHOVANÝ KATETR, TIEMANN, CH 08, 45CM, 30 KS",P,02,30,ks,bal,B61,IT,B. Braun Medical s.r.o.,1444.80,,"NEF, URN",0.00,,,0.00,,,1444.80,,02.03.01.03,,,210,1,,2026-01-01,,,,,,,,,,,
5018957,0000000,ACTREEN LITE CATH,"STERILNÍ, POTAHOVANÝ KATETR, TIEMANN, CH 12, 45CM, 30 KS",P,02,30,ks,bal,B61,IT,B. Braun Medical s.r.o.,1444.80,,"NEF, URN",0.00,,,0.00,,,1444.80,,02.03.01.03,,,210,1,,2026-01-01,,,,,,,,,,,
5018962,0000000,ACTREEN LITE CATH,"STERILNÍ, POTAHOVANÝ KATETR, NELATON, CH 10, 45CM, 30 KS",P,02,30,ks,bal,B61,IT,B. Braun Medical s.r.o.,1444.80,,"NEF, URN",0.00,,,0.00,,,1444.80,,02.03.01.03,,,210,1,,2026-01-01,,,,,,,,,,,
5018966,0000000,ACTREEN LITE CATH,"STERILNÍ, POTAHOVANÝ KATETR, NELATON, CH 18, 45CM, 30 KS",P,02,30,ks,bal,B61,IT,B. Braun Medical s.r.o.,1444.80,,"NEF, URN",0.00,,,0.00,,,1444.80,,02.03.01.03,,,210,1,,2026-01-01,,,,,,,,,,,
5018972,0000000,ACTREEN LITE CATH,"STERILNÍ, POTAHOVANÝ KATETR, NELATON, CH 16, 20 CM, 30 KS",P,02,30,ks,bal,B61,IT,B. Braun Medical s.r.o.,1444.80,,"NEF, URN",0.00,,,0.00,,,1444.80,,02.03.01.03,,,210,1,,2026-01-01,,,,,,,,,,,
5018116,0000000,Phonak Audéo I30-R,Sluchadlo RIC,P,08,1,ks,bal,903,CH,REJA spol. s r.o.,9739.52,,FON,0.00,,,0.00,,,21817.44,,08.01.01.02,,,2,60,S,2025-03-01,,,,,,,,,,,
5018115,0000000,Phonak Audéo I30-R,Sluchadlo RIC,P,08,1,ks,bal,903,CH,REJA spol. s r.o.,9739.52,,FON,0.00,,,0.00,,,21817.44,,08.01.01.01,,,1,60,S,2025-03-01,,,,,,,,,,,
5018113,0000000,Phonak Audéo I50-R,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,25817.44,,08.01.01.03,,,1,60,S,2025-03-01,,,,,,,,,,,
5018105,0000000,Phonak Audéo I90-R,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,50817.44,,08.01.01.03,,,1,60,S,2025-03-01,,,,,,,,,,,
5018108,0000000,Phonak Audéo I70-R,Sluchadlo RIC,P,08,1,ks,bal,903,CH,REJA spol. s r.o.,9739.52,,FON,0.00,,,0.00,,,33817.44,,08.01.01.02,,,2,60,S,2025-03-01,,,,,,,,,,,
5018106,0000000,Phonak Audéo I90-R,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,50817.44,,08.01.01.04,,,2,60,S,2025-03-01,,,,,,,,,,,
5018109,0000000,Phonak Audéo I70-R,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,33817.44,,08.01.01.03,,,1,60,S,2025-03-01,,,,,,,,,,,
5018141,0000000,SENI MAN PANTS LARGE,"KALHOTKY ABSORPČNÍ NATAHOVACÍ PRO MUŽE, BOKY 100-135CM,PRODYŠNÉ,1000ML,10KS",P,02,10,ks,bal,TZM,PL,TZMO Czech Republic s.r.o.,246.34,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",275.32,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",284.02,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",289.82,,02.01.01.01,,,150,,,2026-03-01,,,,,,,,,,,
5018135,0000000,SENI SUPER QUATRO MEDIUM,"KALHOTKY ABSORPČNÍ PRODYŠNÉ EXTRA SAVÉ, BOKY 75-110CM, SAVOST 3700ML, 10KS",P,02,10,ks,bal,TZM,PL,TZMO Czech Republic s.r.o.,277.21,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",309.83,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",319.61,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",326.14,,02.01.01.01,,,150,,,2026-02-01,,,,,,,,,,,
5018092,0000000,Unitron Stride V1-UP,Sluchadlo BTE,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,9817.44,,08.01.01.04,,,2,60,S,2025-05-01,,,,,,,,,,,
5018086,0000000,Kompresivní podprsenka LEEDS 4111,Kompresivní podprsenka LEEDS 4111,P,06,1,ks,bal,ANI,DE,"Mgr. MARTIN DYMÁČEK, advokát",974.40,,"ONK, GYN, CHI, J16",0.00,,,0.00,,,2210.60,,06.01.10.01,,,1,12,,2025-03-01,,,,,,,,,,,
5018078,0000000,Kompresivní podprsenka SYDNEY 1091 L/R,Kompresivní podprsenka SYDNEY 1091 L/R,P,06,1,ks,bal,ANI,DE,"Mgr. MARTIN DYMÁČEK, advokát",974.40,,"ONK, GYN, CHI, J16",0.00,,,0.00,,,1538.60,,06.01.10.01,,,1,12,,2025-03-01,,,,,,,,,,,
5017978,0000000,PRIMEO,"VOZÍK MECHANICKÝ ODLEHČENÝ, ADAPTÉR TĚŽIŠTĚ, PODLOŽKA, Š. 39,42,45,48 CM",P,07,1,ks,bal,B49,CN,DMA Praha s.r.o.,11680.00,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,11680.00,,07.01.01.03,R,,1,60,,2025-02-01,,,,,,,,,,,
5017983,0000000,538-23 PLUS,"VOZÍK MECH.ODLEHČENÝ,ADAPTÉR TĚŽIŠTĚ,BRZDY DOPROVOD,PODLOŽKA,Š. 40,43,46,48,51CM",P,07,1,ks,bal,B49,CN,DMA Praha s.r.o.,19200.00,Z,"NEU, INT, ORT, REH",0.00,,,0.00,,,19200.00,,07.01.01.05,R,,1,60,,2025-03-01,,,,,,,,,,,
5017961,0000000,102 CARBON,"CHODÍTKO ČTYŘKOLOVÉ SKLÁDACÍ ODLEHČENÉ KARBONOVÉ,BRZDY S ARETACÍ,SEDÁTKO,BRAŠNA",P,07,1,ks,bal,B49,CN,DMA Praha s.r.o.,3408.16,,"GER, ORP, NEU, ORT, PRL, REH, CHI, REV",0.00,,,0.00,,,12200.00,,07.03.02.03,,,1,60,,2025-02-01,,,,,,,,,,,
5017704,0000000,Curafix H,"15cm x 2m, 1ks",P,01,3000,cm2,bal,A83,CN,"Lohmann & Rauscher, s.r.o.",155.82,,,0.00,,,0.00,,,155.82,,01.03.03.01,,,,,,2025-10-01,,,,,,,,,,,
5017392,0000000,Phonak Terra BTE-UP,Sluchadlo BTE,P,08,1,ks,bal,903,CH,REJA spol. s r.o.,6817.44,,FON,0.00,,,0.00,,,6817.44,,08.01.01.02,,,2,60,S,2024-08-01,,,,,,,,,,,
5017373,0000000,RIGENOMA krém s OZOILE,40 g,P,01,40,g,bal,B13,IT,EMPOLAS s.r.o.,576.80,Z,,0.00,,,0.00,,,576.80,,01.02.09.02,,,,,,2024-08-01,,,,,,,,,,,
5017376,0000000,"ReSound, Nexia, NX977-DWC","Sluchadlo BTE, dobíjecí, 17 kanálů, wireless, MFi, ASHA, Auracast",P,08,1,ks,bal,154,DK,GN Hearing Czech Republic spol. s r.o.,9739.52,,FON,0.00,,,0.00,,,39907.00,,08.01.01.02,,,2,60,S,2024-08-01,,,,,,,,,,,
5017348,0000000,"ReSound, Nexia, NX960S-DRWC","Sluchadlo RIE, dobíjecí, 17 kanálů, wireless, MFi, ASHA, Auracast",P,08,1,ks,bal,154,DK,GN Hearing Czech Republic spol. s r.o.,9739.52,,FON,0.00,,,0.00,,,39907.00,,08.01.01.01,,,1,60,S,2024-08-01,,,,,,,,,,,
5017349,0000000,"ReSound, Nexia, NX960S-DRWC","Sluchadlo RIE, dobíjecí, 17 kanálů, wireless, MFi, ASHA, Auracast",P,08,1,ks,bal,154,DK,GN Hearing Czech Republic spol. s r.o.,9739.52,,FON,0.00,,,0.00,,,39907.00,,08.01.01.02,,,2,60,S,2024-08-01,,,,,,,,,,,
5017357,0000000,"ReSound, Nexia, NX760S-DRWC","Sluchadlo RIE, dobíjecí, 14 kanálů, wireless, MFi, ASHA, Auracast",P,08,1,ks,bal,154,DK,GN Hearing Czech Republic spol. s r.o.,9739.52,,FON,0.00,,,0.00,,,29905.40,,08.01.01.02,,,2,60,S,2024-08-01,,,,,,,,,,,
5017361,0000000,"ReSound, Nexia, NX560S-DRWC","Sluchadlo RIE, dobíjecí, 12 kanálů, wireless, MFi, ASHA, Auracast",P,08,1,ks,bal,154,DK,GN Hearing Czech Republic spol. s r.o.,9739.52,,FON,0.00,,,0.00,,,19903.80,,08.01.01.02,,,2,60,S,2024-08-01,,,,,,,,,,,
5018989,0000000,ACTREEN GLYS SET,"STERILNÍ, POTAHOVANÝ KATETR S INTEGROVANÝM SÁČKEM, NELATON, CH 10, 25 CM, 30 KS",P,02,30,ks,bal,B61,IT,B. Braun Medical s.r.o.,1747.20,,"NEF, URN",0.00,,,0.00,,,1747.20,,02.03.02.02,,,210,1,,2026-01-01,,,,,,,,,,,
5018924,0000000,Motion C&G SP 7IX,"Sluchadlo závěsné, 48 kanálů, nabíjecí článek",P,08,1,ks,bal,A33,DK,WS Audiology CZ s.r.o.,9739.52,,FON,0.00,,,0.00,,,33000.00,,08.01.01.01,,,1,60,S,2026-01-01,,,,,,,,,,,
5018918,0000000,Motion C&G SP 3IX,"Sluchadlo závěsné, 32 kanálů, nabíjecí článek",P,08,1,ks,ks,A33,DK,WS Audiology CZ s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,14900.00,,08.01.01.03,,,1,60,S,2026-01-01,,,,,,,,,,,
5018195,0000000,SEDÁK ANTIDEKUBITNÍ EVOFLAIR,"ANTIDEKUBITNÍ SEDÁK, VZDUCHOVÉ BUŇKY S PĚN. JÁDREM, NOSNOST 200KG",P,07,1,ks,bal,B57,DE,PATRON Bohemia a.s.,7303.00,Z,"GER, NEU, ORT, PRL, REH",0.00,,,0.00,,,7303.00,,07.06.02.03,,,1,36,,2025-04-01,,,,,,,,,,,
5018183,0000000,KALHOTKY ZALEPOVACÍ NOVAMED ALL IN ONE M,"KALHOTKY ABSORPČNÍ ZALEPOVACÍ, BOKY 80-120 CM, 2 750 ML, 15 KS",P,02,15,ks,bal,B55,GB,Mgr. David Kukla,205.10,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",229.23,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",236.47,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",241.30,,02.01.01.01,,,150,,,2025-04-01,,,,,,,,,,,
5018170,0000000,DRŽÁK KYSLÍKOVÉ LÁHVE,PŘÍSLUŠENSTVÍ KOČÁRU CHILLA R82,P,07,1,ks,bal,R82,DK,"REHA 2015, s.r.o.",3273.66,Z,"NEU, ORT, REH",0.00,,,0.00,,,3637.40,,07.02.05.01,,90.00,1,36,,2026-02-01,,,,,,,,,,,
5018161,0000000,OPĚRKA HRUDNÍKOVÁ STAVITELNÁ,PŘÍSLUŠENSTVÍ KOČÁRU CHILLA R82,P,07,1,ks,bal,R82,DK,"REHA 2015, s.r.o.",3614.52,Z,"NEU, ORT, REH",0.00,,,0.00,,,4016.14,,07.02.05.01,,90.00,1,36,,2026-02-01,,,,,,,,,,,
5018014,0000000,101 OFFROAD,"CHODÍTKO ČTYŘKOLOVÉ SKLÁDACÍ ODLEHČENÉ,BRZDY S ARETACÍ,VELKÁ KOLA,SEDÁTKO,BRAŠNA",P,07,1,ks,bal,B04,CN,DMA Praha s.r.o.,3408.16,,"GER, ORP, NEU, ORT, PRL, REH, CHI, REV",0.00,,,0.00,,,4500.00,,07.03.02.03,,,1,60,,2025-02-01,,,,,,,,,,,
5017924,0000000,AXIOM PXP,"PŘÍSLUŠENSTVÍ PRO DĚTSKÉ VOZÍKY KI MOBILITY, PODUŠKA SEDÁKU ANTIDEK., POTAH",P,07,1,ks,bal,B19,US,"REHA 2015, s.r.o.",8174.27,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,9082.53,,07.01.03.01,R,90.00,1,60,,2026-02-01,,,,,,,,,,,
5018011,0000000,CUTIMED SORBACT CONTACT,"17X28CM ROZLOŽ,ČISTÍCÍ KONTAKTNÍ VRSTVA S DACC, VÁZAJÍCÍ BAKTERIE A PLÍSNĚ, 40KS",P,01,19040,cm2,bal,B03,SE,Essity Czech Republic s.r.o.,3800.00,Z,,0.00,,,0.00,,,3800.00,,01.02.10.02,,,,,,2025-02-01,,,,,,,,,,,
5017960,0000000,102 OFFROAD,"CHODÍTKO ČTYŘKOLOVÉ SKLÁDACÍ ODLEHČENÉ,BRZDY S ARETACÍ,VELKÁ KOLA,SEDÁTKO,BRAŠNA",P,07,1,ks,bal,B48,CN,DMA Praha s.r.o.,3408.16,,"GER, ORP, NEU, ORT, PRL, REH, CHI, REV",0.00,,,0.00,,,9000.00,,07.03.02.03,,,1,60,,2025-02-01,,,,,,,,,,,
5017968,0000000,508 SUPER,"NÁSTAVEC NA WC VYMĚKČENÝ, VÝŠKA 10 CM, DVA FIXAČNÍ ŠROUBY",P,07,1,ks,bal,B48,CN,DMA Praha s.r.o.,925.12,,"GER, NEU, ORT, PRL, REH, REV",0.00,,,0.00,,,1150.00,,07.04.01.01,,,1,36,,2025-02-01,,,,,,,,,,,
5017969,0000000,580,"NÁSTAVEC NA WC, ODKLOPNÁ MADLA, NASTAVITELNÁ VÝŠKA 8, 12, 16 CM, POKLOP",P,07,1,ks,bal,B48,CN,DMA Praha s.r.o.,925.12,,"GER, NEU, ORT, PRL, REH, REV",0.00,,,0.00,,,2100.00,,07.04.01.01,,,1,36,,2025-02-01,,,,,,,,,,,
5017939,0000000,CONVAFOAM SILICONE,"10X10 CM, PĚNOVÉ KRYTÍ, HYDROFIBER, SUPERABSORPČNÍ SE SILIKONOVOU VRSTVOU, 10 KS",P,01,1000,cm2,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,2430.40,Z,,0.00,,,0.00,,,2430.40,,01.02.07.04,,,,,,2025-02-01,,,,,,,,,,,
5017932,0000000,OPĚRKA HLAVY COMFORT,"PŘÍSLUŠENSTVÍ K DĚTSKÝM VOZÍKŮM KI MOBILITY, PODUŠKA OPĚRKY HLAVY, POTAH, DRŽÁK ",P,07,1,ks,bal,B19,US,"REHA 2015, s.r.o.",13844.74,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,15383.05,,07.01.03.01,R,90.00,1,60,,2026-02-01,,,,,,,,,,,
5017899,0000000,OPĚRKY RUKOU UNI,"PŘÍSLUŠENSTVÍ PRO DĚTSKÉ VOZÍKY KI MOBILITY, OPĚRKY RUKOU ",P,07,1,ks,bal,B19,US,"REHA 2015, s.r.o.",6460.26,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,7178.07,,07.01.03.01,R,90.00,1,60,,2026-02-01,,,,,,,,,,,
5017905,0000000,MADLO TLAČNÉ ERGO,"PŘÍSLUŠENSTVÍ PRO DĚTSKÉ VOZÍKY KI MOBILITY, TLAČNÉ MADLO ",P,07,1,ks,bal,B19,US,"REHA 2015, s.r.o.",7779.38,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,8643.76,,07.01.03.01,R,90.00,1,60,,2026-02-01,,,,,,,,,,,
5017928,0000000,AXIOM PXAL,"PŘÍSLUŠENSTVÍ PRO DĚTSKÉ VOZÍKY KI MOBILITY, OPĚRKA ZAD, PODUŠKA, DRŽÁKY DEX",P,07,1,ks,bal,B19,US,"REHA 2015, s.r.o.",21096.65,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,23440.73,,07.01.03.01,R,90.00,1,60,,2026-02-01,,,,,,,,,,,
5017619,0000000,Krytí hydrokoloidní Suprasorb H BORDER,"14x14cm, 5 ks v balení",P,01,980,cm2,bal,B35,KR,"Lohmann & Rauscher, s.r.o.",2261.00,Z,,0.00,,,0.00,,,2261.00,,01.02.05.02,,,,,,2025-10-01,,,,,,,,,,,
