ObdobÌ;Typ hl·öenÌ;ATC7;KÛd S⁄KL;N·zev p¯Ìpravku;DoplnÏk n·zvu;Drûitel registraËnÌho rozhodnutÌ;ZemÏ;Typ pohybu;PoËet balenÌ;PoËet definovan˝ch dennÌch d·vek/balenÌ;Zp˘sob v˝deje;Hrazeno
2020.05;Distributor;C09BB04;178627;VIDONORM;8MG/10MG TBL NOB 90;GDB;H;D;360;90;R;Ano
2020.05;Distributor;C09BB04;178623;VIDONORM;8MG/5MG TBL NOB 90;GDB;H;D;480;90;R;Ano
2020.05;Distributor;C09BB07;177290;EGIRAMLON;5MG/10MG CPS DUR 60;EGB;H;D;48;60;R;Ano
2020.05;Distributor;C09BB07;178582;PIRAMIL COMBI;10MG/5MG CPS DUR 100;SAN;CZ;D;1999;100;R;Ano
2020.05;Distributor;C09BB07;226794;TRITACE COMBI;10MG/5MG CPS DUR 28;SFK;CZ;D;6728;28;R;Ano
2020.05;Distributor;C09BB07;228094;TRITACE COMBI;10MG/5MG CPS DUR 98;SFK;CZ;D;7556;98;R;Ano
2020.05;Distributor;C09BX01;220629;LOPRIDAM;4MG/1,25MG/5MG TBL NOB 30;ZNP;CZ;D;12698;30;R;Ano
2020.05;Distributor;C09BX01;220638;LOPRIDAM;8MG/2,5MG/10MG TBL NOB 30;ZNP;CZ;D;12000;30;R;Ano
2020.05;Distributor;C09BX01;220640;LOPRIDAM;8MG/2,5MG/10MG TBL NOB 90;ZNP;CZ;D;8302;90;R;Ano
2020.05;OOV;C09BX01;190958;TRIPLIXAM;5MG/1,25MG/5MG TBL FLM 30;LQS;F;D;4024;30;R;Ano
2020.05;OOV;C09BX02;213264;COSYREL;10MG/10MG TBL FLM 30;LQS;F;D;5000;30;R;Ano
2020.05;OOV;C09BX02;213261;COSYREL;10MG/5MG TBL FLM 30;LQS;F;D;11800;30;R;Ano
2020.05;OOV;C09BX02;213258;COSYREL;5MG/10MG TBL FLM 30;LQS;F;D;14000;30;R;Ano
2020.05;OOV;C09BX02;213255;COSYREL;5MG/5MG TBL FLM 30;LQS;F;D;24000;30;R;Ano
2020.05;Distributor;C09CA01;114067;LOZAP 50 ZENTIVA;50MG TBL FLM 90 II;ZNB;SK;D;45766;90;R;Ano
2020.05;Distributor;C09CA01;151532;SANGONA;50MG TBL FLM 100;SAN;CZ;D;3592;100;R;Ano
2020.05;Distributor;C09CA03;163194;VALZAP;160MG TBL FLM 28;ZNP;CZ;D;21600;56;R;Ano
2020.05;Distributor;C09CA04;500892;IFIRMASTA;300MG TBL FLM 28;KRK;SLO;D;9019;56;R;Ano
2020.05;Distributor;C09CA04;158011;ISAME;150MG TBL NOB 100;MOE;CY;D;1620;100;R;Ano
2020.05;Distributor;C09CA04;158009;ISAME;150MG TBL NOB 30;MOE;CY;D;2826;30;R;Ano
2020.05;Distributor;C09CA04;158016;ISAME;300MG TBL NOB 100;MOE;CY;D;400;200;R;Ano
2020.05;Distributor;C09CA04;158014;ISAME;300MG TBL NOB 30;MOE;CY;D;600;60;R;Ano
2020.05;Distributor;C09CA06;171555;CARZAP;32MG TBL NOB 28;ZNP;CZ;D;52056;112;R;Ano
2020.05;Distributor;C09CA07;26554;MICARDIS;80MG TBL NOB 28;BOE;D;D;108;56;R;Ano
2020.05;Distributor;C09CA07;26556;MICARDIS;80MG TBL NOB 98;BOE;D;D;134;196;R;Ano
2020.05;Distributor;C09CA07;183073;TELMISARTAN EGIS;80MG TBL FLM 30;EGB;H;D;5009;60;R;Ano
2020.05;Distributor;C09CA07;172034;TEZEO;40MG TBL NOB 28;ZNP;CZ;D;40258;28;R;Ano
2020.05;Distributor;C09CA07;152957;TEZEO;40MG TBL NOB 90;ZNP;CZ;D;37507;90;R;Ano
2020.05;Distributor;C09CA07;152959;TEZEO;80MG TBL NOB 90;ZNP;CZ;D;28648;180;R;Ano
2020.05;Distributor;C09DA03;134281;VALSACOMBI;160MG/12,5MG TBL FLM 28;KRK;SLO;D;4092;28;R;Ano
2020.05;Distributor;C09DA03;163327;VALZAP COMBI;160MG/12,5MG TBL FLM 28;ZNP;CZ;D;21542;28;R;Ano
2020.05;Distributor;C09DA04;168096;IFIRMACOMBI;150MG/12,5MG TBL FLM 28;KRK;SLO;D;13824;28;R;Ano
2020.05;Distributor;C09DA04;168104;IFIRMACOMBI;300MG/12,5MG TBL FLM 28;KRK;SLO;D;8640;28;R;Ano
2020.05;Distributor;C09DA06;183377;CARZAP HCT;32MG/12,5MG TBL NOB 28;ZNP;CZ;D;21047;28;R;Ano
2020.05;Distributor;C09DA07;26578;MICARDISPLUS;80MG/12,5MG TBL NOB 28;BOE;D;D;768;28;R;Ano
2020.05;Distributor;C09DA07;29384;MICARDISPLUS;80MG/25MG TBL NOB 28;BOE;D;D;22792;28;R;Ano
2020.05;Distributor;C09DA07;189688;TEZEO HCT;80MG/12,5MG TBL NOB 90;ZNP;CZ;D;29211;90;R;Ano
2020.05;Distributor;C09DA07;189691;TEZEO HCT;80MG/25MG TBL NOB 28;ZNP;CZ;D;31996;28;R;Ano
2020.05;Distributor;C09DB04;206205;TEZEFORT;80MG/5MG TBL NOB 28;ZNP;CZ;D;10470;28;R;Ano
2020.05;Distributor;C09DB04;167859;TWYNSTA;80MG/10MG TBL NOB 28;BOE;D;D;23670;28;R;Ano
2020.05;Distributor;C09DB04;167852;TWYNSTA;80MG/5MG TBL NOB 28;BOE;D;D;4752;28;R;Ano
2020.05;Distributor;C09DB07;237426;CANDEZEK;16MG/10MG CPS DUR 30;ADP;PL;D;900;30;R;Ano
2020.05;Distributor;C09DB07;231469;CARAMLO;16MG/5MG TBL NOB 28;ZNP;CZ;D;13061;28;R;Ano
2020.05;Distributor;C09DB07;231474;CARAMLO;16MG/5MG TBL NOB 98;ZNP;CZ;D;10285;98;R;Ano
2020.05;Distributor;C09DX04;209038;ENTRESTO;24MG/26MG TBL FLM 28;NEI;IRL;D;13159;14;R;Ano
2020.05;Distributor;C09DX04;209043;ENTRESTO;97MG/103MG TBL FLM 56;NEI;IRL;D;1159;28;R;Ano
2020.05;Distributor;C10AA04;16055;LESCOL XL;80MG TBL PRO 28(2X14);NAI;CZ;D;26998;37,3333;R;Ano
2020.05;Distributor;C10AA05;145788;AMEDO;10MG TBL FLM 30;MCH;CZ;D;1000;15;R;Ano
2020.05;Distributor;C10AA05;145798;AMEDO;20MG TBL FLM 30;MCH;CZ;D;1000;30;R;Ano
2020.05;Distributor;C10AA05;49004;ATORIS;10MG TBL FLM 30;KRK;SLO;D;5080;15;R;Ano
2020.05;Distributor;C10AA05;49006;ATORIS;10MG TBL FLM 90;KRK;SLO;D;6900;45;R;Ano
2020.05;Distributor;C10AA05;49007;ATORIS;20MG TBL FLM 30;KRK;SLO;D;2160;30;R;Ano
2020.05;Distributor;C10AA05;49009;ATORIS;20MG TBL FLM 90;KRK;SLO;D;16620;90;R;Ano
2020.05;Distributor;C10AA05;166470;ATORIS;30MG TBL FLM 30;KRK;SLO;D;19080;45;R;Ano
2020.05;Distributor;C10AA05;87051;ATORIS;40MG TBL FLM 90;KRK;SLO;D;927;180;R;Ano
2020.05;Distributor;C10AA05;166473;ATORIS;60MG TBL FLM 30;KRK;SLO;D;750;90;R;Ano
2020.05;Distributor;C10AA05;166476;ATORIS;80MG TBL FLM 30;KRK;SLO;D;2280;120;R;Ano
2020.05;Distributor;C10AA05;212731;ATORSTAD;10MG TBL FLM 100;STD;D;D;1432;50;R;Ano
2020.05;Distributor;C10AA05;212748;ATORSTAD;20MG TBL FLM 100;STD;D;D;1462;100;R;Ano
2020.05;Distributor;C10AA05;226035;ATORVASTATIN AUROVITAS;40MG TBL FLM 30 II;AUJ;CZ;D;295;60;R;Ano
2020.05;Distributor;C10AA05;234303;ATORVASTATIN MYLAN;20MG TBL FLM 100;MII;IRL;D;19488;100;R;Ano
2020.05;Distributor;C10AA05;234310;ATORVASTATIN MYLAN;20MG TBL FLM 30;MII;IRL;D;9713;30;R;Ano
2020.05;Distributor;C10AA05;200805;ATORVASTATIN RATIOPHARM GMBH;10MG TBL FLM 90;RAT;D;D;41904;45;R;Ano
2020.05;Distributor;C10AA05;200819;ATORVASTATIN RATIOPHARM GMBH;20MG TBL FLM 90;RAT;D;D;69885;90;R;Ano
2020.05;Distributor;C10AA05;200829;ATORVASTATIN RATIOPHARM GMBH;40MG TBL FLM 28;RAT;D;D;17769;56;R;Ano
2020.05;Distributor;C10AA05;200836;ATORVASTATIN RATIOPHARM GMBH;40MG TBL FLM 90;RAT;D;D;11483;180;R;Ano
2020.05;Distributor;C10AA05;93016;SORTIS;20MG TBL FLM 30;PFX;CZ;D;13370;30;R;Ano
2020.05;Distributor;C10AA05;204666;TORVACARD NEO;10MG TBL FLM 30;ZNP;CZ;D;40224;15;R;Ano
2020.05;Distributor;C10AA05;204670;TORVACARD NEO;10MG TBL FLM 90;ZNP;CZ;D;23772;45;R;Ano
2020.05;Distributor;C10AA05;204694;TORVACARD NEO;40MG TBL FLM 90;ZNP;CZ;D;10975;180;R;Ano
2020.05;Distributor;C10AA05;50316;TULIP;20MG TBL FLM 30X1;LEK;SLO;D;8064;30;R;Ano
2020.05;Distributor;C10AA05;50318;TULIP;20MG TBL FLM 90X1;LEK;SLO;D;20050;90;R;Ano
2020.05;Distributor;C10AA07;233068;CRESTOR;10MG TBL FLM 28;AZC;S;D;70;28;R;Ano
2020.05;Distributor;C10AA07;145849;MERTENIL;40MG TBL FLM 30;GDB;H;D;1872;120;R;Ano
2020.05;Distributor;C10AA07;177000;MERTENIL;40MG TBL FLM 90;GDB;H;D;214;360;R;Ano
2020.05;Distributor;C10AA07;148070;ROSUCARD;10MG TBL FLM 90;ZNP;CZ;D;56290;90;R;Ano
2020.05;Distributor;C10AA07;148076;ROSUCARD;40MG TBL FLM 30;ZNP;CZ;D;35829;120;R;Ano
2020.05;Distributor;C10AA07;148078;ROSUCARD;40MG TBL FLM 90;ZNP;CZ;D;3808;360;R;Ano
2020.05;Distributor;C10AA07;229992;ROSUVASTATIN AUROVITAS;10MG TBL FLM 90;AUJ;CZ;D;85;90;R;Ano
2020.05;Distributor;C10AA07;235522;ROSUVASTATIN MYLAN;10MG TBL FLM 30 I;MII;IRL;D;8730;30;R;Ano
2020.05;Distributor;C10AA07;235526;ROSUVASTATIN MYLAN;10MG TBL FLM 90 I;MII;IRL;D;4676;90;R;Ano
2020.05;Distributor;C10AA07;235559;ROSUVASTATIN MYLAN;20MG TBL FLM 90 I;MII;IRL;D;1278;180;R;Ano
2020.05;Distributor;C10AA07;127150;ROSUVASTATIN TEVA PHARMA;40MG TBL FLM 100 II;TVH;NL;D;3415;400;R;Ano
2020.05;Distributor;C10AA07;184408;SORVASTA;10MG TBL FLM 28X1;KRK;SLO;D;24334;28;R;Ano
2020.05;Distributor;C10AA07;184452;SORVASTA;20MG TBL FLM 28X1;KRK;SLO;D;18720;56;R;Ano
2020.05;Distributor;C10AB05;199400;FORTILIP;267MG CPS DUR 30;PVP;CZ;D;3934;40,05;R;Ano
2020.05;Distributor;C10AB05;199741;FORTILIP;267MG CPS DUR 90;PVP;CZ;D;4100;120,15;R;Ano
2020.05;Distributor;C10AB05;225970;LIPANTHYL SUPRA;160MG TBL FLM 90;MYL;IRL;D;10000;72;R;Ano
2020.05;Distributor;C10AB08;47684;LIPANOR;100MG CPS DUR 60;SFK;CZ;D;3600;60;R;Ano
2020.05;Distributor;C10AX09;221243;EZETIMIB AUROVITAS;10MG TBL NOB 98;AUJ;CZ;D;117;98;R;Ano
2020.05;Distributor;C10AX09;233769;EZETIMIB MYLAN;10MG TBL NOB 98 I;MII;IRL;D;1000;98;R;Ano
2020.05;Distributor;C10AX09;214412;EZETIMIB TEVA;10MG TBL NOB 90;TPP;CZ;D;12010;90;R;Ne
2020.05;Distributor;C10AX09;47995;EZETROL;10MG TBL NOB 30 II;MSD;NL;D;300;30;R;Ano
2020.05;Distributor;C10AX09;47997;EZETROL;10MG TBL NOB 98 II;MSD;NL;D;2400;98;R;Ano
2020.05;Distributor;C10AX09;133796;EZOLETA;10MG TBL NOB 30;KRK;SLO;D;970;30;R;Ano
2020.05;Distributor;C10AX09;133800;EZOLETA;10MG TBL NOB 90;KRK;SLO;D;1152;90;R;Ano
2020.05;Distributor;C10AX13;210922;REPATHA;140MG INJ SOL 2X1ML;AEB;NL;D;576;28;R;Ano
2020.05;Distributor;C10AX14;186952;PRALUENT;150MG INJ SOL 2X1ML;SGX;F;D;595;55,5555;R;Ano
2020.05;Distributor;C10AX14;186946;PRALUENT;75MG INJ SOL 2X1ML;SGX;F;D;700;27,7778;R;Ano
2020.05;Distributor;C10BA02;233429;INEGY;10MG/20MG TBL NOB 98;MSD;NL;D;60;98;R;Ano
2020.05;Distributor;C10BA05;228542;ZETOVAR;10MG/20MG TBL NOB 30;ZNP;CZ;D;2156;30;R;Ano
2020.05;Distributor;C10BA05;228547;ZETOVAR;10MG/40MG TBL NOB 100;ZNP;CZ;D;2764;100;R;Ano
2020.05;Distributor;C10BA05;228545;ZETOVAR;10MG/40MG TBL NOB 30;ZNP;CZ;D;1018;30;R;Ano
2020.05;Distributor;C10BA05;228548;ZETOVAR;10MG/80MG TBL NOB 30;ZNP;CZ;D;1092;30;R;Ano
2020.05;Distributor;C10BA05;233458;ZOLETORV;10MG/10MG TBL FLM 30;MSD;NL;D;400;30;R;Ano
2020.05;Distributor;C10BA05;233468;ZOLETORV;10MG/20MG TBL FLM 100;MSD;NL;D;700;100;R;Ano
2020.05;Distributor;C10BA05;233464;ZOLETORV;10MG/20MG TBL FLM 30;MSD;NL;D;200;30;R;Ano
2020.05;Distributor;C10BA05;233474;ZOLETORV;10MG/40MG TBL FLM 100;MSD;NL;D;756;100;R;Ano
2020.05;Distributor;C10BA05;233470;ZOLETORV;10MG/40MG TBL FLM 30;MSD;NL;D;180;30;R;Ano
2020.05;Distributor;C10BA06;225230;DELIPID PLUS;10MG/10MG CPS DUR 30;EGB;H;D;72;30;R;Ano
2020.05;Distributor;C10BA06;225241;DELIPID PLUS;20MG/10MG CPS DUR 90;EGB;H;D;1344;90;R;Ano
2020.05;Distributor;C10BA06;226608;ZENON;10MG/20MG TBL FLM 30;SFK;CZ;D;2340;30;R;Ano
2020.05;Distributor;C10BA06;226610;ZENON;10MG/20MG TBL FLM 90;SFK;CZ;D;4920;90;R;Ano
2020.05;Distributor;C10BA06;226612;ZENON;10MG/40MG TBL FLM 30;SFK;CZ;D;3420;30;R;Ano
2020.05;Distributor;C10BX03;159817;AMLATOR;10MG/10MG TBL FLM 90;GDB;H;D;360;90;R;Ano
2020.05;Distributor;C10BX03;159821;AMLATOR;20MG/10MG TBL FLM 90;GDB;H;D;240;90;R;Ano
2020.05;Distributor;C10BX03;30543;CADUET;5MG/10MG TBL FLM 30;PFX;CZ;D;5140;30;R;Ano
2020.05;Distributor;C10BX03;101172;CADUET;5MG/10MG TBL FLM 90;PFX;CZ;D;8700;90;R;Ano
2020.05;OOV;C10BX11;205992;LIPERTANCE;10MG/5MG/5MG TBL FLM 30;LQS;F;D;1313;30;R;Ano
2020.05;OOV;C10BX11;205995;LIPERTANCE;20MG/5MG/5MG TBL FLM 30;LQS;F;D;8080;30;R;Ano
2020.05;OOV;C10BX11;206004;LIPERTANCE;40MG/10MG/10MG TBL FLM 30;LQS;F;D;7613;30;R;Ano
2020.05;OOV;C10BX15;220528;EUVASCOR;10MG/5MG CPS DUR 30;LQS;F;D;11863;30;R;Ano
2020.05;Distributor;D01AA01;1069;FUNGICIDIN L…»IVA;100000IU/G UNG 10G;ZNP;CZ;D;156895;;F;Ne
2020.05;Distributor;D01AA02;211845;PIMAFUCIN;20MG/G CRM 30G;LEF;DK;D;580;;R;Ne
2020.05;Distributor;D01AC01;86397;CLOTRIMAZOL AL;10MG/G CRM 50G;AYL;D;D;13641;;F;Ne
2020.05;Distributor;D01AC01;235899;CLOTRIMAZOLE RECORDATI;10MG/G CRM 1X20G;HPE;CZ;D;350;;F;Ne
2020.05;Distributor;D01AC01;235900;CLOTRIMAZOLE RECORDATI;10MG/G CRM 1X50G;HPE;CZ;D;573;;F;Ne
2020.05;Distributor;D01AC08;243146;NIZORAL;20MG/G SAT 100ML;STD;D;D;88812;;F;Ne
2020.05;Distributor;D01AC08;243145;NIZORAL;20MG/G SAT 60ML;STD;D;D;37680;;F;Ne
2020.05;Distributor;D01AE14;76150;BATRAFEN;10MG/G CRM 20G;SFK;CZ;D;11400;;R;Ano
2020.05;Distributor;D01AE14;145959;POLINAIL;80MG/G LAC UGC 1X3,3ML;PBJ;L;D;18060;;R;Ano
2020.05;Distributor;D01AE16;185977;LOCERYL;50MG/ML LAC UGC 1X2,5ML II;GAS;F;D;27900;;R;Ano
2020.05;Distributor;D01AE22;72928;EXODERIL;10MG/ML DRM SOL 1X10ML;SZK;A;D;39999;;F;Ne
2020.05;Distributor;D02AE01;238146;EXCIPIAL U LIPOLOTIO;40MG/ML DRM EML 200ML;GAS;F;D;38556;;F;Ano
2020.05;Distributor;D03AX;202879;INFADOLAN;1600IU/G+300IU/G UNG 100G II;HPE;CZ;D;4072;;F;Ne
2020.05;Distributor;D03AX;202878;INFADOLAN;1600IU/G+300IU/G UNG 30G II;HPE;CZ;D;5602;;F;Ne
2020.05;Distributor;D03BA52;241683;IRUXOL MONO;UNG 1X10G;SND;D;D;360;;R;Ne
2020.05;Distributor;D04AA32;87123;PSILO-BALSAM;10MG/G GEL 20G;STD;D;D;21068;;F;Ne
2020.05;Distributor;D04AA32;87122;PSILO-BALSAM;10MG/G GEL 50G;STD;D;D;7922;;F;Ne
2020.05;Distributor;D05AA;59982;ICHTOXYL;90MG/G UNG 30G;HPE;CZ;D;6694;;F;Ne
2020.05;Distributor;D05AX52;182688;DAIVOBET;50MCG/G+0,5MG/G GEL 60G;LEF;DK;D;475;;R;Ano
2020.05;Distributor;D05AX52;103789;ENSTILAR;50MCG/G+0,5MG/G DRM SPM 1X60G;LEF;DK;D;4799;;R;Ano
2020.05;Distributor;D05BB02;128530;NEOTIGASON;10MG CPS DUR 30;ACK;IS;D;6560;8,5714;R;Ano
2020.05;Distributor;D06AX;48261;FRAMYKOIN;3300IU/G+250IU/G DRM PLV ADS 1X20G;BCS;CZ;D;1481;;R;Ano
2020.05;Distributor;D06AX;48262;FRAMYKOIN;3300IU/G+250IU/G DRM PLV ADS 1X5G;BCS;CZ;D;1584;;R;Ano
2020.05;Distributor;D06AX;201970;PAMYCON;33000IU/2500IU DRM PLV SOL 1;BBP;CZ;D;76306;;R;Ano
2020.05;Distributor;D06AX01;84492;FUCIDIN;20MG/G CRM 1X15G;LEF;DK;D;7467;;R;Ano
2020.05;Distributor;D06AX01;88746;FUCIDIN;20MG/G UNG 1X15G;LEF;DK;D;9575;;R;Ano
2020.05;Distributor;D06AX09;90778;BACTROBAN;20MG/G UNG 15G;GSE;IRL;D;5470;;R;Ano
2020.05;Distributor;D06BA51;14873;IALUGEN PLUS;0,5MG/G+10MG/G LIG IPR 10;IBB;SK;D;3179;;R;Ano
2020.05;Distributor;D06BA51;14877;IALUGEN PLUS;2MG/G+10MG/G CRM 60G;IBB;SK;D;3000;;R;Ano
2020.05;Distributor;D06BB10;26353;ALDARA;5% CRM 12X250MG;MNO;S;D;5000;;R;Ano
2020.05;Distributor;D06BX01;46640;ROZEX;7,5MG/G CRM 30G;GAS;F;D;11070;;R;Ano
2020.05;Distributor;D07AB02;218233;LOCOID CRELO 0,1%;1MG/G DRM EML 1X30G;LEF;DK;D;4890;;R;Ano
2020.05;Distributor;D07AB02;218234;LOCOID LIPOCREAM 0,1%;1MG/G CRM 30G;LEF;DK;D;6650;;R;Ano
2020.05;Distributor;D07AB02;218236;LOCOID 0,1%;1MG/G CRM 30G;LEF;DK;D;3310;;R;Ano
2020.05;Distributor;D07AB02;218239;LOCOID 0,1%;1MG/G UNG 30G;LEF;DK;D;5190;;R;Ano
2020.05;Distributor;D07AB09;2829;TRIAMCINOLON L…»IVA UNG;1MG/G UNG 10G;ZNP;CZ;D;74200;;R;Ano
2020.05;Distributor;D07AB10;19754;AFLODERM;0,5MG/G CRM 20G;BUO;SK;D;1200;;R;Ano
2020.05;Distributor;D07AC01;19759;BELODERM;0,5MG/G CRM 30G;BUO;SK;D;2000;;R;Ano
2020.05;Distributor;D07AC01;170302;BELODERM;0,5MG/G DRM SOL 1X50ML;BUO;SK;D;1300;;R;Ano
2020.05;Distributor;D07AC01;19757;BELODERM;0,5MG/G UNG 30G;BUO;SK;D;1000;;R;Ano
2020.05;Distributor;D07AC01;192216;DIPROSONE;0,5MG/G UNG 30G;MSD;NL;D;1800;;R;Ano
2020.05;Distributor;D07AC13;192198;ELOCOM;1MG/G CRM 1X15G;MSD;NL;D;4080;;R;Ano
2020.05;Distributor;D07AC13;192202;ELOCOM;1MG/G CRM 1X30G;MSD;NL;D;6300;;R;Ano
2020.05;Distributor;D07AC13;192204;ELOCOM;1MG/G UNG 1X15G;MSD;NL;D;1316;;R;Ano
2020.05;Distributor;D07AC14;247147;ADVANTAN;1MG/G CRM 1X15G;LEF;DK;D;5100;;R;Ano
2020.05;Distributor;D07AC14;247154;ADVANTAN MASTN› KR…M;1MG/G CRM 1X15G;LEF;DK;D;4470;;R;Ano
2020.05;Distributor;D07AC14;247158;ADVANTAN ML…KO;1MG/G DRM EML 1X20G;LEF;DK;D;1450;;R;Ano
2020.05;Distributor;D07AD01;24010;CLOBEX;500MCG/G SAT 125ML;GAS;F;D;3200;;R;Ano
2020.05;Distributor;D07AD01;49950;DERMOVATE;0,5MG/G CRM 25G;GSE;IRL;D;2480;;R;Ano
2020.05;Distributor;D07AD01;237888;DERMOVATE;0,5MG/G UNG 1X25G;GSE;IRL;D;7200;;R;Ano
2020.05;Distributor;D07CA01;707;FUCIDIN H;20MG/G+10MG/G CRM 15G;LEF;DK;D;3500;;R;Ano
2020.05;Distributor;D07CA01;173196;PIMAFUCORT;10MG/G+10MG/G+3,5MG/G CRM 15G;LEF;DK;D;1950;;R;Ne
2020.05;Distributor;D07CA01;173197;PIMAFUCORT;10MG/G+10MG/G+3,5MG/G UNG 15G;LEF;DK;D;1330;;R;Ne
2020.05;Distributor;D07CC01;17170;BELOGENT;0,5MG/G+1MG/G CRM 30G;BUO;SK;D;11000;;R;Ano
2020.05;Distributor;D07CC01;17171;BELOGENT;0,5MG/G+1MG/G UNG 30G;BUO;SK;D;10000;;R;Ano
2020.05;Distributor;D07CC01;225275;FUCICORT;20MG/G+1MG/1G CRM 20G;LEF;DK;D;1290;;R;Ano
2020.05;Distributor;D07CC01;205542;FUCICORT LIPID;20MG/G+1MG/G CRM 15G;LEF;DK;D;210;;R;Ano
2020.05;Distributor;D07XC01;17168;BELOSALIC;0,5MG/G+20MG/G DRM SOL 50ML;BUO;SK;D;4000;;R;Ano
2020.05;Distributor;D07XC01;215402;BELOSALIC;0,5MG/G+20MG/G DRM SPR SOL 1X100ML;BUO;SK;D;1000;;R;Ano
2020.05;Distributor;D07XC01;17166;BELOSALIC;0,5MG/G+30MG/G UNG 30G;BUO;SK;D;5000;;R;Ano
2020.05;Distributor;D07XC01;192217;DIPROSALIC;0,5MG/G+20MG/G DRM SOL 30ML;MSD;NL;D;700;;R;Ano
2020.05;Distributor;D08AC52;98190;CYTEAL;0,25G/0,25G/0,75G DRM LIQ 250ML;PFB;F;D;10032;;F;Ne
2020.05;Distributor;D08AC52;98191;CYTEAL;0,5G/0,5G/1,5G DRM LIQ 500ML;PFB;F;D;7296;;F;Ne
2020.05;Distributor;D08AG02;203323;BETADINE;100MG/G UNG 100G;EGB;H;D;2580;;F;Ne
2020.05;Distributor;D08AG02;62320;BETADINE;100MG/G UNG 20G;EGB;H;D;3399;;F;Ne
2020.05;Distributor;D08AG02;62316;BETADINE;100MG/ML DRM SOL 120ML;EGB;H;D;4000;;V;Ne
2020.05;Distributor;D08AG02;62315;BETADINE;100MG/ML DRM SOL 30ML;EGB;H;D;25000;;V;Ne
2020.05;Distributor;D08AG02;62319;BETADINE;75MG/ML DRM SOL 1000ML;EGB;H;D;1944;;F;Ne
2020.05;Distributor;D08AG02;62318;BETADINE;75MG/ML DRM SOL 120ML;EGB;H;D;2000;;F;Ne
2020.05;Distributor;D08AG02;15878;BRAUNOL;75MG/G DRM SOL 1X100ML;BMM;D;D;40;;V;Ne
2020.05;Distributor;D08AG02;15877;BRAUNOL;75MG/G DRM SOL 1X1000ML;BMM;D;D;1489;;F;Ne
2020.05;Distributor;D08AG02;15879;BRAUNOL;75MG/G DRM SOL 1X250ML+ROZPR;BMM;D;D;276;;F;Ne
2020.05;Distributor;D08AG02;15880;BRAUNOL;75MG/G DRM SOL 1X500ML;BMM;D;D;343;;F;Ne
2020.05;Distributor;D08AG02;16320;BRAUNOVIDON;100MG/G UNG 100G;BMM;D;D;1493;;R;Ano
2020.05;Distributor;D08AG02;16319;BRAUNOVIDON;100MG/G UNG 20G;BMM;D;D;926;;R;Ano
2020.05;Distributor;D08AG02;16321;BRAUNOVIDON;100MG/G UNG 250G;BMM;D;D;2336;;R;Ano
2020.05;Distributor;D08AJ;58237;AJATIN PROFARMA TINKTURA;100MG/ML DRM SOL 1X1000ML;PSR;CZ;D;1194;;F;Ne
2020.05;Distributor;D08AJ;58236;AJATIN PROFARMA TINKTURA;100MG/ML DRM SOL 1X50ML;PSR;CZ;D;7921;;F;Ne
2020.05;Distributor;D08AJ;59623;AJATIN PROFARMA TINKTURA S MECHANICK›M ROZPRAäOVA»EM;100MG/ML DRM SPR SOL 1X50ML;PSR;CZ;D;8005;;V;Ne
2020.05;Distributor;D08AJ57;208868;OCTENISEPT;1MG/G+20MG/G DRM SOL 1X500ML;SUL;D;D;3600;;F;Ne
2020.05;Distributor;D08AJ57;208115;OCTENISEPT;1MG/G+20MG/G DRM SPR SOL 1X50ML;SUL;D;D;4800;;F;Ne
2020.05;Distributor;D10AD03;223507;BELAKNE;1MG/G GEL 30G II;BUO;SK;D;1500;;R;Ano
2020.05;Distributor;D10AD03;46643;DIFFERINE;1MG/G CRM 30G;GAS;F;D;7020;;R;Ano
2020.05;Distributor;D10AD51;231741;ACNATAC;10MG/G+0,25MG/G GEL 30G;MYL;IRL;D;13356;;R;Ano
2020.05;Distributor;D10AE01;97511;AKNEROXID 5;50MG/G GEL 50G;AHR;D;D;9071;;F;Ne
2020.05;Distributor;D10AF52;173200;ZINERYT;40MG/ML+12MG/ML DRM PLQ SOL 1+1X30ML;LEF;DK;D;1598;;R;Ano
2020.05;Distributor;D10AX03;242073;SKINOREN;200MG/G CRM 30G;LEF;DK;D;1810;;F;Ne
2020.05;Distributor;D10BA01;17454;AKNENORMIN;10MG CPS MOL 30;AHR;D;D;728;10;R;Ano
2020.05;Distributor;D10BA01;127452;ISOTRETINOIN BELUPO;10MG CPS MOL 30(2X15);BUO;SK;D;100;10;R;Ano
2020.05;Distributor;D11AH01;27310;PROTOPIC;0,03% UNG 30G;LEF;DK;D;1142;;R;Ano
2020.05;Distributor;D11AH01;27312;PROTOPIC;0,1% UNG 30G;LEF;DK;D;1966;;R;Ano
2020.05;Distributor;D11AH02;232847;ELIDEL;10MG/G CRM 15G;MYL;IRL;D;8001;;R;Ano
2020.05;Distributor;D11AX01;134863;BELOHAIR;20MG/ML DRM SOL 1X60ML;BUO;SK;D;1800;;F;Ne
2020.05;Distributor;D11AX01;134864;BELOHAIR;50MG/ML DRM SOL 1X60ML;BUO;SK;D;1500;;F;Ne
2020.05;Distributor;G01AA02;173195;PIMAFUCIN;100MG VAG GLB 3;LEF;DK;D;880;12;R;Ne
2020.05;Distributor;G01AA51;191084;POLYGYNAX;35000IU/35000IU/100000IU VAG CPS MOL 6 II;IIL;F;D;21000;;R;Ano
