KOD_LATKY;KOD_SOLI
13132;3565
13133;18242
13163;1928
13163;17108
13163;17187
13163;20210
13182;3376
13182;23470
13194;1337
13202;3067
13210;1030
13212;1348
13234;7307
13247;2460
13694;14952
13699;3681
13702;14628
13709;14671
13709;17689
13709;18352
13709;20271
13724;17243
13730;14450
13735;16261
13739;15270
13768;17256
13768;20644
13774;19600
13786;14765
13786;19596
13788;16285
13788;19445
13788;19571
13790;2523
13790;14884
13790;16464
13790;18225
13790;18800
13790;20715
13800;20973
13805;14833
13813;18067
13813;18408
13920;13886
13945;13943
13945;13946
14033;21870
14033;21872
14070;16951
14085;3380
14109;502
14113;14635
14123;16715
14144;21090
14145;15207
14145;16310
14145;18047
14145;18078
14289;22017
14289;22018
14289;22019
14289;22020
14289;22021
14289;22022
14289;22023
14289;22024
14289;22025
14289;22026
14289;22027
14298;3747
14403;14895
14423;15550
14424;3364
14469;15557
14472;16892
14517;13064
14551;19572
14552;17069
14564;15656
14574;4250
14578;15229
14580;16598
14583;14832
14583;18016
14585;12457
14597;18954
14601;14951
14606;17688
14610;15560
14712;14501
14712;16177
14712;16915
14712;17475
14716;17319
14727;15210
14771;21421
14772;3367
14774;20251
14784;14838
14784;17598
14784;18363
14785;18909
14795;17444
14795;20923
14795;20924
14797;19125
14806;15237
14859;1594
14859;12696
14916;21641
14942;673
14967;5690
14967;5693
14980;5008
14980;16192
14980;16300
14980;18068
14995;16039
15170;20272
15183;2590
15183;2591
15190;4522
15250;320
15250;9870
15250;16797
15250;20707
15276;22410
15293;15209
15296;18522
15296;18950
15306;16599
15360;15793
15361;19289
15365;23250
15382;20071
15397;1043
15467;15468
15467;15469
15491;16916
15495;16445
15502;98
15502;5562
15513;3202
15513;17074
15513;20026
15513;20482
15513;21411
15513;21422
15519;3674
15519;22348
15520;18833
15524;16180
15536;2211
15536;3778
15536;4408
15536;19060
15536;21207
15536;21398
15536;21829
15536;23216
15536;23218
15536;23398
15536;23400
15538;16806
15540;17257
15570;16454
15575;19291
15590;19094
15601;16607
15602;19418
15603;16564
15810;17618
15925;16282
16009;15947
16009;16882
16009;17492
16010;12714
16010;12715
16027;4595
16040;1644
16049;21351
16051;21723
16051;22980
16059;245
16062;20361
16063;22084
16072;18161
16076;16590
16103;22503
16109;4599
16109;16949
16109;20572
16109;20643
16109;20936
16109;22715
16111;16810
16111;19145
16190;16199
16212;23245
16213;18218
16215;20964
16215;23254
16220;16725
16221;18236
16224;21083
16229;17332
16230;21151
16241;20634
16243;19288
16247;4603
16247;16812
16247;18964
16247;19109
16247;19257
16250;17672
16254;20913
16256;3406
16311;3744
16341;23355
16347;16593
16351;17854
16354;16298
16358;18167
16393;10189
16422;20024
16479;2836
16490;17375
16491;21087
16500;20819
16526;17227
16603;17050
16618;13293
16622;18547
16627;18518
16644;20957
16719;19290
16725;17915
16756;17077
16765;18247
16765;22559
16765;22562
16765;22969
16773;22381
16790;4
16790;8684
16790;14691
16800;20469
16831;202
16839;17251
16844;20884
16845;17229
16846;17866
16846;21891
16860;19986
16868;17664
16882;16883
16949;16950
16949;20648
16956;20252
16967;17575
16991;18201
16997;1984
16998;19727
17012;182
17012;17686
17097;18496
17106;20811
17109;19746
17109;20627
17125;18519
17169;19410
17175;18846
17175;22558
17180;3207
17180;21458
17194;3746
17194;18515
17201;17690
17209;19599
17218;20287
17272;17273
17307;2703
17307;18705
17309;17066
17330;15223
17406;15600
17420;37
17420;17468
17464;237
17464;4515
17464;12797
17492;17234
17505;2666
17505;20316
17512;17698
17520;18669
17523;18145
17532;20750
17536;4609
17536;18023
17536;23452
17536;23466
17547;18980
17555;41
17555;1241
17555;17916
17555;20701
17555;21284
17555;23198
17564;2232
17628;2914
17665;12258
17665;16798
17665;17666
17720;1301
17720;1302
17720;17937
17720;19640
17751;21074
17801;18349
17880;20246
17882;18843
17891;20877
17896;20310
17902;21671
17904;18147
17913;18989
17944;19855
17949;19747
17957;19409
17964;23465
17970;21452
17971;3911
17980;18076
17982;21424
18095;269
18095;3411
18095;22170
18095;22249
18096;21454
18137;20935
18210;4868
18210;16428
18272;2792
18272;20760
18310;1254
18441;22748
18462;22010
18469;22058
18476;22401
18480;242
18527;5676
18620;3853
18622;4600
18625;23468
18635;20263
18643;19751
18654;19625
18661;20632
18661;20633
18851;20247
18856;1252
18856;20276
18871;20446
18872;2635
18886;22809
18897;21460
18944;19629
18995;21084
18995;23249
18997;20434
19006;20635
19046;4562
19046;19748
19046;23458
19069;20312
19072;20645
19128;4606
19128;20436
19169;12983
19304;17143
19316;17935
19336;20887
19348;21098
19349;3363
19349;20708
19367;20124
19370;3362
19381;21414
19381;21465
19383;20105
19394;22011
19488;19489
19497;5093
19497;20333
19500;20879
19505;20139
19506;20589
19511;20322
19534;23058
19536;3201
19537;20615
19551;21462
19556;20459
19557;188
19654;14967
19656;16191
19680;21445
19683;22342
19706;21065
19714;20306
19714;20307
19749;20756
19774;22235
19785;20893
19796;21651
19816;3366
19850;19851
19858;17944
19974;19973
20019;17930
20042;21295
20061;22788
20062;224
20113;19947
20118;490
20179;20595
20213;3903
20216;255
20220;2484
20226;3365
20243;21241
20270;13414
20270;20268
20307;4547
20307;4586
20308;20309
20390;22970
20404;22570
20410;186
20423;22236
20463;19711
20497;22745
20498;2479
20498;2508
20525;22563
20565;21459
20573;1267
20608;20609
20678;22
20692;20948
20698;21444
20700;221
20721;82
20748;18019
20773;23443
20785;3883
20795;2482
20811;129
20832;185
20866;3500
20890;3555
20894;3816
20894;4123
20894;4157
20894;4332
20894;4839
20894;5003
20922;21686
20922;21687
20922;21688
20958;22015
20969;216
20989;207
20992;22749
21000;2614
21010;21013
21032;20845
21068;16312
21110;21111
21113;1286
21128;21129
21133;2805
21149;22789
21156;3679
21158;156
21171;4604
21190;3140
21190;20849
21191;21036
21191;21814
21192;4554
21209;18040
21235;21236
21307;21308
21323;3919
21336;22968
21338;3395
21361;21362
21367;2700
21388;21642
21407;4278
21407;21312
21422;22755
21488;21489
21493;21494
21519;21520
21523;21524
21526;4549
21560;21561
21563;22744
21604;21605
21631;4616
21632;2652
21724;3920
21727;21728
21734;22569
21757;21758
21771;2806
21782;1260
21792;2488
21812;21813
21839;3315
21963;274
21981;21982
21992;21993
22086;536
22091;22966
22106;22107
22177;22178
22185;22186
22199;22662
22269;4695
22294;2623
22305;2616
22318;22319
22326;4744
22346;22347
22356;2804
22388;22736
22416;4550
22436;22437
22466;23454
22509;22510
22510;3611
22530;22722
22593;23492
22607;22608
22630;23471
22635;3345
22644;22645
22665;22666
22719;23206
22720;22721
22730;23489
22822;4785
22826;4748
22842;4697
22885;22886
22895;22896
22962;22963
23030;22991
23037;22993
23052;3999
23052;4000
23052;23055
23126;23127
23178;23179
23237;20690
23357;23358
23377;23378
23399;23401
50084;52083
50470;51202
50471;52082
52080;52081
